Index,Value,Extra
1131,429.341,234.9646251
1132,438.679,234.8644524
1133,440.178,234.7678173
1134,450.456,234.6842338
1135,453.92,234.6140597
1136,438.303,234.5017683
1137,441.531,234.38807
1138,440.592,234.2881844
1139,444.136,234.1886581
1140,447.386,234.0854362
1141,448.117,233.9681108
1142,448.701,233.8515872
1143,446.076,233.7282839
1144,446.305,233.6053798
1145,485.8,233.5864598
1146,492.049,233.5802859
1147,525.715,233.6573899
1148,521.051,233.70107
1149,525.228,233.7572093
1150,571.393,233.9333603
1151,582.588,234.1479617
1152,571.915,234.3330769
1153,576.33,234.5189926
1154,568.177,234.6896643
1155,615.687,234.9877632
1156,623.693,235.3036914
1157,629.645,235.6516852
1158,660.55,236.0860686
1159,666.774,236.5324827
1160,641.072,236.9040872
1161,659.283,237.3304356
1162,653.522,237.7596456
1163,654.994,238.1981566
1164,655.64,238.6554954
1165,650.042,239.077994
1166,653.188,239.498488
1167,633.428,239.8622849
1168,585.696,240.1056991
1169,600.746,240.3981868
1170,575.928,240.6203932
1171,592.649,240.8851488
1172,591.586,241.1384113
1173,609.767,241.4244496
1174,608.07,241.6995212
1175,597.402,241.934152
1176,593.678,242.1606201
1177,595.904,242.3938818
1178,602.161,242.6421796
1179,593.97,242.8810345
1180,581.809,243.0803559
1181,566.137,243.2321587
1182,581.297,243.4288297
1183,599.077,243.6905552
1184,596.332,243.9407904
1185,602.62,244.1982511
1186,641.391,244.5843709
1187,641.037,244.9596263
1188,650.769,245.3894226
1189,644.646,245.7958311
1190,629.951,246.1897829
1191,631.772,246.5843897
1192,635.463,246.9641513
1193,622.57,247.3063317
1194,625.221,247.6502168
1195,624.509,247.9577461
1196,616.762,248.2379385
1197,632.003,248.5427318
1198,633.713,248.8359095
1199,626.497,249.1199343
1200,619.315,249.3665882
1201,621.586,249.6221455
1202,616.8,249.856481
1203,623.089,250.1278113
1204,628.779,250.4060927
1205,628.515,250.6861977
1206,623.9,250.9443364
1207,622.211,251.1955756
1208,621.551,251.4308494
1209,619.415,251.6598495
1210,601.733,251.830578
1211,601.089,251.9989499
1212,595.813,252.1542113
1213,593.852,252.2895382
1214,585.691,252.3916081
1215,584.725,252.470431
1216,567.293,252.5034923
1217,586.235,252.5893004
1218,594.916,252.6969098
1219,589.333,252.7850701
1220,586.666,252.8625532
1221,588.782,252.9385457
1222,585.436,253.0024113
1223,584.653,253.0612701
1224,588.869,253.1388416
1225,592.577,253.2243617
1226,589.372,253.2975986
1227,591.061,253.3670283
1228,576.368,253.3879217
1229,569.642,253.380612
1230,546.658,253.2995544
1231,505.974,253.1845288
1232,497.01,253.1003972
1233,519.708,252.9476131
1234,491.795,252.8732043
1235,461.46,252.869949
1236,485.245,252.7990898
1237,511.98,252.6530486
1238,517.237,252.4999705
1239,514.043,252.3689412
1240,498.075,252.2822965
1241,508.286,252.1645582
1242,502.496,252.0719602
1243,511.57,251.9407204
1244,511.153,251.8249619
1245,507.815,251.7227771
1246,508.517,251.5930485
1247,504.249,251.4731909
1248,477.763,251.4198793
1249,474.879,251.3862249
1250,477.426,251.3465512
1251,477.586,251.3366372
1252,489.66,251.2978914
1253,483.342,251.3007526
1254,484.83,251.2887102
1255,482.278,251.2934285
1256,474.6,251.3078541
1257,475.26,251.3277566
1258,479.359,251.3135285
1259,479.749,251.3092421
1260,477.753,251.3079385
1261,479.002,251.3220555
1262,477.892,251.3386718
1263,475.371,251.3636809
1264,466.057,251.4172851
1265,457.334,251.4990495
1266,424.44,251.6785779
1267,394.796,251.9496872
1268,408.904,252.1825785
1269,398.821,252.4429623
1270,402.152,252.705153
1271,435.791,252.8746978
1272,423.205,253.0795436
1273,411.574,253.3172559
1274,404.425,253.5642985
1275,399.52,253.824626
1276,377.181,254.142748
1277,375.467,254.4805137
1278,386.944,254.7913271
1279,383.988,255.1611
1280,375.072,255.5333989
1281,359.512,255.9367277
1282,328.866,256.4271617
1283,320.51,256.9398689
1284,330.079,257.4360999
1285,336.187,257.9204366
1286,352.94,258.3482516
1287,365.026,258.7454134
1288,361.562,259.1542729
1289,362.299,259.5520152
1290,378.549,259.8968663
1291,390.414,260.2079775
1292,400.87,260.480032
1293,394.773,260.7805461
1294,382.556,261.1064628
1295,383.758,261.4058336
1296,391.442,261.6440333
1297,389.546,261.8817943
1298,382.845,262.1192684
1299,386.475,262.320399
1300,383.158,262.4762654
1301,358.417,262.7480503
1302,358.345,263.0504874
1303,347.271,263.4153558
1304,354.704,263.7087777
1305,352.989,264.0032138
1306,357.618,264.2716267
1307,335.591,264.6153207
1308,345.305,264.9237477
1309,338.321,265.2485743
1310,325.749,265.6097272
1311,325.892,265.949161
1312,327.554,266.2467232
1313,330.492,266.4961976
1314,339.486,266.6774322
1315,349.29,266.7356408
1316,342.415,266.704153
1317,345.488,266.6390781
1318,363.264,266.5919778
1319,366.924,266.4891162
1320,367.695,266.33801
1321,423.561,265.9129159
1322,420.735,265.4634528
1323,397.818,265.085587
1324,376.133,264.7051444
1325,387.882,264.1435382
1326,387.408,262.9958039
1327,375.198,262.2541115
1328,380.555,261.4548496
1329,357.84,260.3660251
1330,350.848,259.1697249
1331,352.92,257.9052713
1332,367.573,256.6652862
1333,376.901,255.312932
1334,375.348,253.6450632
1335,368.37,251.7825675
1336,369.67,249.8142338
1337,376.447,247.5916584
1338,375.491,245.3763023
1339,378.047,243.6416486
1340,379.245,241.6456212
1341,381.315,239.5622017
1342,375.01,237.2936685
1343,369.604,235.3446781
1344,376.854,233.9434578
1345,374.785,232.9261369
1346,375.095,231.6460071
1347,361.909,230.1361542
1348,352.219,228.3917785
1349,346.365,226.9570664
1350,350.833,225.5331527
1351,352.381,224.039524
1352,347.376,222.629396
1353,351.632,221.1961847
1354,345.345,220.2580218
1355,327.062,219.4479634
1356,319.776,219.0947588
1357,311.396,218.2869717
1358,317.843,217.6681709
1359,329.956,217.0675045
1360,320.843,216.4631515
1361,331.886,215.668991
1362,334.572,214.8868499
1363,322.534,214.0917894
1364,319.008,213.0920322
1365,327.924,212.1399216
1366,315.863,211.2500604
1367,317.239,210.3222907
1368,312.67,209.3575476
1369,310.737,208.4150848
1370,320.193,207.3985078
1371,314.249,206.3202518
1372,315.032,205.1865363
1373,281.082,204.0515969
1374,264.195,202.7533158
1375,274.474,201.4008825
1376,286.189,200.4296741
1377,294.337,199.3128541
1378,283.349,198.2142342
1379,287.303,197.0504992
1380,274.796,195.7802941
1381,265.66,194.6997149
1382,267.796,193.6612406
1383,225.861,192.766572
1384,178.103,191.9296635
1385,209.844,191.0779491
1386,208.097,190.2825975
1387,199.26,189.4482394
1388,210.339,188.4984681
1389,214.861,187.5427903
1390,211.315,186.6049372
1391,226.897,185.6853709
1392,233.406,184.8123485
1393,232.879,184.0137718
1394,247.847,183.018776
1395,253.718,181.9254097
1396,273.473,181.0821964
1397,263.475,180.1691826
1398,233.915,179.2951491
1399,233.513,178.4446755
1400,226.425,177.5872921
1401,217.464,176.7442888
1402,226.972,175.9009186
1403,238.229,175.0291175
1404,227.268,174.17198
1405,226.853,173.356832
1406,217.111,172.6582308
1407,222.266,172.175259
1408,227.754,171.7549642
1409,223.412,171.3209103
1410,220.11,170.8914887
1411,219.732,170.4949619
1412,219.185,170.1594995
1413,221.764,169.9546569
1414,235.427,169.5503696
1415,257.321,169.1144987
1416,234.825,168.8430271
1417,233.843,168.5401903
1418,243.61,168.2155646
1419,236.326,167.9203037
1420,240.283,167.7966587
1421,243.779,167.6171103
1422,244.534,167.3491674
1423,235.977,167.1076279
1424,238.892,167.0394447
1425,238.735,166.9815018
1426,237.47,166.8066602
1427,236.426,166.6418792
1428,253.52,166.5132647
1429,254.263,166.3367417
1430,260.202,166.1585279
1431,275.67,165.6509633
1432,281.99,165.1341793
1433,273.092,164.6482003
1434,276.178,164.1560877
1435,272.723,163.7698385
1436,276.261,163.4118494
1437,274.354,163.0059887
1438,289.607,162.5832084
1439,291.76,162.1454688
1440,296.379,161.692319
1441,294.354,161.2342324
1442,285.337,160.8266283
1443,281.885,160.4106938
1444,286.393,159.9994999
1445,290.593,159.6033921
1446,285.505,159.2446063
1447,256.299,158.978595
1448,260.928,158.7599501
1449,261.749,158.5870839
1450,260.025,158.4350341
1451,267.96,158.2716271
1452,266.74,158.0514724
1453,245.595,157.8949238
1454,246.197,157.7467811
1455,248.532,157.8751441
1456,247.029,157.9409259
1457,252.798,158.0178229
1458,242.713,158.2055735
1459,247.526,158.3955473
1460,244.224,158.5350941
1461,247.272,158.7840713
1462,253.005,158.9927142
1463,254.322,159.1959703
1464,253.697,159.3560914
1465,260.598,159.5035681
1466,255.492,159.7035885
1467,253.18,159.895129
1468,245.022,160.139013
1469,243.676,160.5961033
1470,236.072,160.923639
1471,236.552,161.2496198
1472,236.153,161.5958925
1473,224.587,161.8558353
1474,219.159,161.9576494
1475,223.833,162.0294963
1476,228.573,162.1803216
1477,222.882,162.391648
1478,223.356,162.5417685
1479,222.6,162.7058064
1480,224.626,162.8712931
1481,235.269,163.0277993
1482,234.176,163.1811882
1483,236.462,163.3036423
1484,231.268,163.5459351
1485,226.39,163.8141688
1486,219.43,164.1745975
1487,229.286,164.4832151
1488,225.855,164.7831148
1489,225.808,165.0817772
1490,236.145,165.3262644
1491,232.079,165.6045817
1492,234.93,165.9057348
1493,240.358,166.203205
1494,239.018,166.5091368
1495,236.249,166.8345364
1496,229.782,167.1529899
1497,237.334,167.4476834
1498,243.863,167.6973965
1499,241.832,167.9442524
1500,240.296,168.2389295
1501,242.158,168.5205157
1502,241.112,168.8085028
1503,236.377,169.1006587
1504,236.929,169.3833887
1505,237.605,169.6632173
1506,236.153,169.9463167
1507,236.802,170.2356626
1508,233.128,170.5352517
1509,231.947,170.7309877
1510,234.018,170.9051098
1511,235.344,170.9845041
1512,240.348,171.0640564
1513,238.872,171.1370477
1514,240.953,171.0790424
1515,237.11,171.0021109
1516,237.116,170.9551836
1517,237.283,170.8964608
1518,237.408,170.860516
1519,237.096,170.6963411
1520,233.345,170.5217069
1521,230.19,170.3402729
1522,222.894,170.0951333
1523,225.803,169.8260229
1524,225.874,169.6277757
1525,224.324,169.3845963
1526,224.952,169.1563445
1527,225.619,168.9229987
1528,222.881,168.6962377
1529,228.489,168.470315
1530,229.048,168.2351859
1531,228.803,168.0556574
1532,229.705,168.0048286
1533,229.982,167.9126706
1534,232.402,167.8827654
1535,233.543,167.8048623
1536,236.823,167.7220282
1537,250.895,167.552088
1538,249.284,167.3924372
1539,249.007,167.2637427
1540,244.606,167.1582215
1541,245.212,167.0459326
1542,243.944,166.9210452
1543,246.99,166.811278
1544,244.296,166.7430782
1545,240.515,166.7290021
1546,242.799,166.6681744
1547,243.594,166.5577478
1548,250.99,166.4358086
1549,249.011,166.3032458
1550,257.064,166.0439485
1551,263.072,165.7706877
1552,258.621,165.4843054
1553,255.412,165.2247524
1554,256.336,165.0041007
1555,260.886,164.7672519
1556,271.913,164.4916437
1557,269.03,164.2606878
1558,266.207,164.0315465
1559,270.785,163.793286
1560,269.228,163.5818936
1561,284.894,163.2873545
1562,293.115,162.9672622
1563,310.867,162.6198863
1564,292.054,162.3450692
1565,287.464,162.0780199
1566,285.829,161.8299429
1567,278.089,161.5872102
1568,279.472,161.3265438
1569,274.901,161.0805482
1570,273.614,160.8520454
1571,278.981,160.6148347
1572,275.833,160.3894154
1573,277.222,160.1674112
1574,276.049,159.9982673
1575,288.278,159.7986969
1576,288.697,159.6138245
1577,292.686,159.4248138
1578,293.624,159.2570078
1579,294.427,159.0910459
1580,289.59,158.9873653
1581,287.722,158.8382636
1582,284.65,158.6753372
1583,281.601,158.5374064
1584,282.614,158.4052786
1585,281.227,158.272469
1586,285.218,158.1392312
1587,281.882,158.0185586
1588,278.577,157.896702
1589,279.585,157.763278
1590,260.997,157.6907468
1591,265.083,157.6035971
1592,264.47,157.559493
1593,270.386,157.5186857
1594,266.376,157.5528053
1595,264.08,157.6326531
1596,265.68,157.6785772
1597,261.551,157.7931034
1598,258.507,157.8348445
1599,257.976,157.7903613
1600,211.079,157.9346425
1601,226.684,158.1047177
1602,235.35,158.260618
1603,232.569,158.4103704
1604,230.39,158.5173823
1605,228.169,158.6533969
1606,210.495,158.8169514
1607,221.609,158.9698557
1608,225.831,159.1050518
1609,224.769,159.229011
1610,231.396,159.3317545
1611,229.78,159.4222922
1612,228.761,159.4383831
1613,230.056,159.438429
1614,228.121,159.4463496
1615,229.284,159.4471239
1616,227.183,159.4822173
1617,230.298,159.4869464
1618,235.019,159.4782296
1619,239.84,159.4447698
1620,239.847,159.3857978
1621,243.607,159.3139008
1622,238.168,159.2637298
1623,238.477,159.2093594
1624,240.107,159.1407022
1625,235.229,159.0844097
1626,230.512,159.0335819
1627,230.644,158.9710368
1628,230.304,158.8795428
1629,229.091,158.7631916
1630,233.521,158.5406509
1631,232.975,158.2347383
1632,231.493,157.9680037
1633,231.212,157.6711547
1634,227.085,157.3913243
1635,230.618,157.1904204
1636,230.283,156.9524412
1637,234.529,156.6673294
1638,235.144,156.3574711
1639,234.34,156.0330249
1640,232.757,155.6486059
1641,239.142,155.2389965
1642,236.687,154.8646355
1643,236.06,154.4809689
1644,237.549,154.065858
1645,237.293,153.6058858
1646,238.73,153.0554564
1647,238.259,152.4810802
1648,240.383,151.924929
1649,246.063,151.3678455
1650,242.969,150.8627919
1651,242.304,150.3901795
1652,243.931,149.9010747
1653,244.941,149.4085898
1654,247.05,148.9521364
1655,245.308,148.5301762
1656,249.508,148.1224316
1657,251.989,147.688248
1658,254.32,147.2113365
1659,262.869,146.7115022
1660,270.64,146.2120696
1661,261.643,145.7261165
1662,263.437,145.2143503
1663,269.463,144.6959418
1664,266.272,144.1724091
1665,274.023,143.5886004
1666,276.496,143.0110898
1667,281.654,142.416826
1668,283.68,141.8477842
1669,285.3,141.2776256
1670,293.788,140.7426518
1671,304.618,140.1763375
1672,313.855,139.6612165
1673,328.015,139.1647758
1674,314.166,138.5952698
1675,325.431,138.0562162
1676,361.189,137.6185079
1677,403.417,137.3030946
1678,411.563,137.0331859
1679,386.354,136.7198713
1680,374.47,136.3542959
1681,386.482,136.0294142
1682,373.368,135.7168887
1683,380.257,135.4328688
1684,336.819,135.0318344
1685,311.084,134.7131661
1686,338.152,134.4606881
1687,336.753,134.1423049
1688,332.906,133.7549525
1689,320.166,133.3656863
1690,330.751,133.0048621
1691,335.094,132.6237883
1692,334.59,132.2588924
1693,326.149,131.8106527
1694,322.022,131.3342106
1695,326.927,130.8798933
1696,324.536,130.4623926
1697,323.046,130.069724
1698,320.046,129.6679139
1699,328.206,129.2729806
1700,352.684,128.95299
1701,358.042,128.6710163
1702,357.381,128.3896937
1703,371.294,128.1591542
1704,377.321,127.9540074
1705,362.488,127.7182775
1706,359.187,127.4614057
1707,361.046,127.2002674
1708,363.183,126.9707434
1709,388.949,126.8109951
1710,388.783,126.6549972
1711,395.536,126.4837299
1712,415.563,126.3437858
1713,417.563,126.1969529
1714,415.479,126.0609556
1715,451.938,126.0322671
1716,434.997,125.946772
1717,433.755,125.8730291
1718,444.182,125.8138709
1719,465.321,125.7658279
1720,454.934,125.6714392
1721,456.078,125.5590059
1722,463.616,125.4853171
1723,462.322,125.4428664
1724,442.685,125.3229527
1725,438.639,125.2234156
1726,436.572,125.1267928
1727,442.401,125.0149503
1728,454.985,124.9296227
1729,455.653,124.8722212
1730,417.274,124.6792415
1731,422.823,124.5076734
1732,422.279,124.32441
1733,432.983,124.1675337
1734,426.62,124.0215729
1735,430.567,123.872543
1736,434.334,123.7385559
1737,433.438,123.5121139
1738,430.011,123.2333413
1739,433.091,122.9944031
1740,431.96,122.7880708
1741,429.105,122.5999642
1742,458.048,122.4636004
1743,453.23,122.3278282
1744,447.611,122.1454472
1745,447.991,121.942378
1746,448.428,121.7499376
1747,435.69,121.4111837
1748,432.371,120.9362392
1749,430.306,120.5457341
1750,364.331,119.9731773
1751,387.536,119.4434098
1752,382.299,118.932878
1753,387.168,118.4513454
1754,380.149,117.9445375
1755,420.23,117.593505
1756,410.262,117.236251
1757,382.492,116.8048918
1758,387.491,116.4313843
1759,402.971,116.1191606
1760,391.726,115.8335182
1761,392.153,115.525267
1762,394.972,115.1468864
1763,380.289,114.7306176
1764,379.474,114.2960955
1765,378.255,113.837098
1766,368.767,113.3815935
1767,373.056,112.9719675
1768,374.448,112.5394887
1769,369.949,112.097029
1770,389.594,111.6850734
1771,386.549,111.2821445
1772,376.522,110.8697445
1773,376.62,110.4481261
1774,373.447,110.0110559
1775,376.029,109.5823369
1776,381.649,109.169783
1777,379.654,108.7610052
1778,384.263,108.4041633
1779,391.86,108.1294193
1780,407.23,107.8370554
1781,400.185,107.5247552
1782,407.488,107.2607039
1783,416.322,107.0024589
1784,422.373,106.773182
1785,420.785,106.5505911
1786,437.164,106.375807
1787,438.798,106.183128
1788,437.748,105.9968639
1789,420.736,105.7649278
1790,424.955,105.5419585
1791,424.544,105.3158623
1792,432.152,105.1584418
1793,432.519,105.0050305
1794,433.504,104.8714106
1795,437.697,104.7924657
1796,435.123,104.7245748
1797,423.989,104.6036493
1798,421.651,104.4866475
1799,410.939,104.332733
1800,400.57,104.1620771
1801,407.707,104.0073991
1802,414.321,103.9140429
1803,413.972,103.8271633
1804,414.86,103.7569158
1805,417.131,103.6889306
1806,421.69,103.6104007
1807,411.624,103.4966242
1808,414.065,103.4034899
1809,416.438,103.3299458
1810,416.83,103.2451453
1811,417.011,103.0826141
1812,420.621,102.9442864
1813,409.548,102.7793287
1814,410.444,102.6134406
1815,413.755,102.4794954
1816,413.307,102.3420713
1817,418.089,102.1610656
1818,418.041,101.9829814
1819,416.394,101.8080109
1820,417.177,101.6322823
1821,417.945,101.4748745
1822,426.765,101.3145943
1823,424.231,101.1611074
1824,416.516,100.9777684
1825,414.816,100.7984403
1826,416.729,100.6404615
1827,417.96,100.4895491
1828,420.873,100.3450856
1829,420.904,100.2197598
1830,421.444,100.0822251
1831,424.03,99.94577681
1832,423.413,99.78554698
1833,422.745,99.62009829
1834,420.349,99.42748331
1835,419.411,99.23324992
1836,421.564,99.04381635
1837,422.483,98.82529483
1838,425.19,98.59936816
1839,423.734,98.38252286
1840,424.282,98.18082763
1841,429.713,97.97917091
1842,430.572,97.78169355
1843,427.399,97.57384455
1844,428.591,97.37535012
1845,435.509,97.22533901
1846,441.389,97.0887762
1847,449.425,96.98077535
1848,445.737,96.84879954
1849,450.282,96.71635961
1850,458.555,96.58762913
1851,461.426,96.49371416
1852,466.089,96.40286164
1853,444.687,96.25323556
1854,449.011,96.1436837
1855,455.097,96.03956327
1856,448.318,95.92475801
1857,451.875,95.8344887
1858,444.669,95.72072905
1859,450.304,95.61473602
1860,446.722,95.48118063
1861,447.976,95.37160365
1862,459.603,95.3115071
1863,458.536,95.24275179
1864,458.548,95.16978726
1865,460.483,95.10717391
1866,450.895,95.01532594
1867,452.728,94.91548674
1868,454.766,94.82266865
1869,455.67,94.73408379
1870,455.671,94.64146739
1871,457.568,94.55576158
1872,454.163,94.45064302
1873,453.783,94.34122639
1874,454.619,94.23970525
1875,438.715,94.09857142
1876,442.676,93.98232143
1877,443.188,93.8640217
1878,439.323,93.74144155
1879,444.155,93.62219106
1880,445.981,93.50892726
1881,449.599,93.40702752
1882,453.384,93.3167252
1883,473.464,93.28135319
1884,530.04,93.39102311
1885,526.233,93.48234036
1886,533.864,93.57532608
1887,531.386,93.67026099
1888,536.92,93.78145519
1889,537.972,93.89226024
1890,569.194,94.09087052
1891,572.727,94.30162588
1892,574.977,94.51164771
1893,585.537,94.76646387
1894,576.597,94.9988639
1895,581.645,95.24493249
1896,574.63,95.47483626
1897,577.47,95.71368981
1898,606.727,96.03915205
1899,672.784,96.54815249
1900,704.376,97.15169805
1901,685.559,97.74141824
1902,694.469,98.35027227
1903,766.308,99.15402891
1904,748.909,99.89704027
1905,756.227,100.6606007
1906,763.781,101.4401147
1907,737.226,102.1541494
1908,666.652,102.6669643
1909,596.116,102.9762035
1910,623.977,103.3677272
1911,665.299,103.8738747
1912,665.123,104.3991142
1913,629.367,104.8207028
1914,655.275,105.3348486
1915,644.122,105.8344825
1916,639.89,106.310327
1917,673.337,106.8688309
1918,676.296,107.4377992
1919,703.702,108.0938351
1920,658.664,108.6563587
1921,683.662,109.2790219
1922,670.627,109.858018
1923,677.331,110.4675006
1924,640.562,110.9718431
1925,666.523,111.589812
1926,650.96,112.1872311
1927,649.36,112.8285778
1928,647.659,113.4136254
1929,664.551,114.0322674
1930,654.468,114.6185887
1931,658.078,115.193392
1932,663.255,115.7858678
1933,660.767,116.3587456
1934,679.459,116.9789728
1935,673.106,117.5961344
1936,672.864,118.2036251
1937,665.685,118.7949406
1938,665.012,119.3808716
1939,650.619,119.9605574
1940,655.556,120.5544197
1941,661.285,121.174423
1942,654.097,121.7768299
1943,651.784,122.3746531
1944,654.352,122.9657761
1945,655.035,123.5531764
1946,656.992,124.1368874
1947,655.047,124.706447
1948,624.681,125.1953798
1949,606.272,125.629953
1950,547.465,125.9146193
1951,566.355,126.2420623
1952,578.289,126.5932496
1953,575.043,126.9383945
1954,587.778,127.2676436
1955,592.69,127.6216525
1956,591.054,127.9694611
1957,587.801,128.3245503
1958,592.103,128.6803074
1959,589.12,129.021503
1960,587.559,129.3625044
1961,585.588,129.6862165
1962,570.473,129.9596816
1963,567.24,130.2225054
1964,577.439,130.3845007
1965,573.216,130.5770772
1966,574.318,130.7955669
1967,575.63,131.0095114
1968,581.697,131.2336626
1969,581.308,131.4501925
1970,586.753,131.6327035
1971,583.415,131.8360052
1972,580.182,132.0413203
1973,577.761,132.2365737
1974,579.651,132.454607
1975,569.947,132.641124
1976,573.912,132.8352424
1977,574.107,133.032918
1978,577.503,133.2338545
1979,575.472,133.4316657
1980,572.303,133.6143354
1981,575.537,133.8136588
1982,598.212,134.0871685
1983,608.634,134.4014305
1984,606.59,134.7091641
1985,610.436,135.0367485
1986,614.544,135.3596514
1987,626.316,135.7145605
1988,622.861,136.063381
1989,623.509,136.3995605
1990,606.719,136.6759233
1991,608.243,136.9558899
1992,609.241,137.2366775
1993,610.684,137.517094
1994,607.155,137.7988988
1995,606.973,138.0775598
1996,605.984,138.3481072
1997,609.874,138.6269454
1998,609.227,138.8912377
1999,608.312,139.1611388
2000,597.149,139.398055
2001,596.298,139.6430417
2002,602.842,139.9062611
2003,602.625,140.1652545
2004,600.826,140.4135299
2005,608.043,140.6974741
2006,606.166,140.9678063
2007,604.728,141.230788
2008,605.693,141.498849
2009,609.735,141.7755835
2010,613.983,142.0660961
2011,610.892,142.3449609
2012,612.133,142.630912
2013,610.204,142.9249129
2014,612.511,143.2146242
2015,613.021,143.5018666
2016,617.121,143.8028147
2017,619.108,144.110052
2018,616.752,144.4146791
2019,618.994,144.7187518
2020,641.072,145.0928354
2021,636.192,145.4584566
2022,636.786,145.8302896
2023,640.378,146.2334656
2024,638.646,146.6478354
2025,641.631,147.047125
2026,639.193,147.4428497
2027,637.96,147.8473825
2028,630.52,148.2233193
2029,630.857,148.5887312
2030,632.828,148.9492254
2031,657.294,149.3591746
2032,657.071,149.7595544
2033,653.761,150.1431781
2034,657.588,150.510777
2035,678.304,150.9021568
2036,688.313,151.2923709
2037,689.651,151.6445173
2038,714.479,152.0993961
2039,701.864,152.4859553
2040,700.972,152.7694733
2041,729.793,153.0138132
2042,740.829,153.263858
2043,688.7,153.438432
2044,703.235,153.6834654
2045,703.418,153.8939955
2046,711.522,154.1603658
2047,703.131,154.3827631
2048,709.848,154.7398546
2049,723.273,155.2012481
2050,715.534,155.5642239
2051,716.411,155.9297514
2052,705.054,156.2712997
2053,702.031,156.6361542
2054,705.021,156.9770753
2055,711.167,157.3196142
2056,744.198,157.7505395
2057,740.977,158.1923607
2058,751.585,158.6709921
2059,751.616,159.1328539
2060,731.026,159.5415968
2061,739.248,159.9736378
2062,751.347,160.4434953
2063,744.594,160.8689752
2064,740.289,161.2122821
2065,741.649,161.5414634
2066,735.382,161.8523291
2067,732.035,162.113069
2068,735.813,162.3648282
2069,735.604,162.6538095
2070,745.691,162.9765628
2071,756.774,163.321484
2072,777.944,163.7153273
2073,771.155,164.0170537
2074,773.872,164.3236938
2075,758.7,164.5676529
2076,764.224,164.7693703
2077,768.132,164.9739426
2078,770.81,165.1893758
2079,772.794,165.3084881
2080,774.65,165.4770404
2081,769.731,165.6337491
2082,780.087,165.7884046
2083,780.556,165.884685
2084,781.481,166.0102527
2085,778.088,166.1220148
2086,784.907,166.2304136
2087,790.829,166.3572063
2088,790.53,166.5354672
2089,792.714,166.729137
2090,800.876,166.9490164
2091,834.281,167.2423122
2092,864.54,167.5817304
2093,921.984,168.0741058
2094,898.822,168.6055848
2095,896.183,169.1120437
2096,907.61,169.648426
2097,933.198,170.2226323
2098,975.921,170.9280295
2099,973.497,171.6128228
2100,961.238,172.2505617
2101,963.743,172.8945195
2102,998.325,173.6392504
2103,1021.75,174.4364551
2104,1043.84,175.2939399
2105,1154.73,176.4588104
2106,1013.38,177.154059
2107,903.487,177.5590692
2108,908.585,177.9912982
2109,911.199,178.4274223
2110,902.828,178.8373071
2111,907.679,179.2932127
2112,777.757,179.4010275
2113,804.834,179.5874506
2114,823.984,180.0055553
2115,818.412,180.3432439
2116,821.798,180.7024368
2117,831.534,181.0730469
2118,907.938,181.6695496
2119,886.618,182.095629
2120,899.073,182.580746
2121,895.026,183.1284682
2122,921.789,183.7331421
2123,924.673,184.3005211
2124,921.012,184.8857615
2125,892.687,185.3895998
2126,901.542,185.9070682
2127,917.586,186.5056615
2128,919.75,187.1095777
2129,921.59,187.7189063
2130,919.496,188.3455155
2131,920.382,188.959908
2132,970.403,189.704131
2133,989.023,190.5080688
2134,1011.8,191.3170316
2135,1029.91,192.1802085
2136,1042.9,193.1027486
2137,1027.34,193.9787488
2138,1038.15,194.8891966
2139,1061.35,195.8521488
2140,1063.07,196.800463
2141,994.383,197.5626279
2142,988.674,198.2932159
2143,1004.45,199.0428086
2144,999.181,199.732539
2145,990.642,200.4147634
2146,1004.55,201.111905
2147,1007.48,201.7896912
2148,1027.44,202.5022817
2149,1046.21,203.2673132
2150,1054.42,204.0067065
2151,1047.87,204.7204435
2152,1079.98,205.5216644
2153,1115.3,206.4625795
2154,1117.44,207.3941037
2155,1166.72,208.4575744
2156,1173.68,209.5151224
2157,1143.84,210.485995
2158,1165.2,211.5085495
2159,1179.97,212.5558601
2160,1179.97,213.6059444
2161,1222.5,214.7982889
2162,1251.01,216.0700866
2163,1274.99,217.4315924
2164,1255.15,218.7618422
2165,1267.12,220.0999345
2166,1272.83,221.4300541
2167,1223.54,222.621027
2168,1150,223.6035181
2169,1188.49,224.6803802
2170,1116.72,225.5438058
2171,1175.83,226.5919533
2172,1221.38,227.7531851
2173,1231.92,228.931659
2174,1240,230.1259898
2175,1249.61,231.3408629
2176,1187.81,232.3717707
2177,1100.23,233.1891032
2178,973.818,233.6546249
2179,1036.74,234.2799073
2180,1054.23,234.9506632
2181,1120.54,235.7858221
2182,1049.14,236.421869
2183,1038.59,237.0301579
2184,937.52,237.3567887
2185,972.779,237.7750187
2186,966.725,238.1497298
2187,1045.77,238.7445286
2188,1047.15,239.3609023
2189,1039.97,239.9589054
2190,1026.43,240.5112972
2191,1071.79,241.1809503
2192,1080.5,241.8627734
2193,1102.17,242.6000067
2194,1143.81,243.4456868
2195,1133.25,244.2512416
2196,1124.78,245.0312734
2197,1182.68,245.9673558
2198,1176.9,246.8898391
2199,1175.95,247.8079668
2200,1187.87,248.7484966
2201,1187.13,249.6801261
2202,1205.01,250.6488761
2203,1200.37,251.6045705
2204,1169.28,252.469551
2205,1167.54,253.3108582
2206,1172.52,254.1593669
2207,1182.94,255.0410093
2208,1193.91,255.945263
2209,1211.67,256.8749438
