Index,Value,Extra
2210,1210.29,257.7805053
2211,1229.08,258.7111926
2212,1222.05,259.6284637
2213,1231.71,260.5554931
2214,1207.21,261.3887349
2215,1250.15,262.3275266
2216,1265.49,263.2913764
2217,1281.08,264.3520509
2218,1317.73,265.4965852
2219,1316.48,266.6162114
2220,1321.79,267.7640131
2221,1347.89,268.9685387
2222,1421.6,270.3890363
2223,1452.82,271.8737088
2224,1490.09,273.4640337
2225,1537.67,275.1747245
2226,1555.45,276.8956937
2227,1578.8,278.6767498
2228,1596.71,280.4999366
2229,1723.35,282.6569498
2230,1755.36,284.9197991
2231,1787.13,287.2563131
2232,1848.57,289.7467093
2233,1724.24,291.8861221
2234,1804.91,294.2380767
2235,1808.91,296.5873096
2236,1738.43,298.7448052
2237,1734.45,300.8845038
2238,1839.09,303.2998878
2239,1888.65,305.8854323
2240,1987.71,308.7216078
2241,2084.73,311.8114232
2242,2041.2,314.7820909
2243,2173.4,318.0902971
2244,2320.42,321.7837487
2245,2443.64,325.7915003
2246,2304.98,329.3966948
2247,2202.42,332.6545363
2248,2038.87,335.2996151
2249,2155.8,338.2650514
2250,2255.61,341.4723654
2251,2175.47,344.456816
2252,2286.41,347.719282
2253,2407.88,351.2999504
2254,2488.55,355.0040537
2255,2515.35,358.7597083
2256,2511.81,362.4875784
2257,2686.81,366.6528381
2258,2863.2,371.3113703
2259,2732.16,375.5836335
2260,2805.62,380.0622775
2261,2823.81,384.5688023
2262,2947.71,389.3196814
2263,2958.11,393.9035696
2264,2659.63,397.5713168
2265,2717.02,401.4359316
2266,2506.37,404.688949
2267,2464.58,407.6211951
2268,2518.56,410.7390858
2269,2655.88,414.2027986
2270,2548.29,417.3414652
2271,2589.6,420.6560225
2272,2721.79,424.514605
2273,2689.1,428.4648777
2274,2705.41,432.3710846
2275,2744.91,436.2593945
2276,2608.72,439.7633676
2277,2589.41,443.300883
2278,2478.45,446.45287
2279,2552.45,449.8267151
2280,2574.79,453.2618572
2281,2539.32,456.49707
2282,2480.84,459.5533027
2283,2434.55,462.3978005
2284,2506.47,465.552043
2285,2564.06,468.7848175
2286,2601.64,472.1447035
2287,2601.99,475.4758778
2288,2608.56,478.9140848
2289,2518.66,482.0240433
2290,2571.34,485.3093734
2291,2518.44,488.4430211
2292,2372.56,491.1714247
2293,2337.79,493.7482971
2294,2398.84,496.5096587
2295,2357.9,499.1390641
2296,2233.34,501.4040321
2297,1998.86,503.0262337
2298,1929.82,504.4015867
2299,2228.41,506.6036461
2300,2318.88,509.0449481
2301,2273.43,511.3723133
2302,2817.6,515.1792578
2303,2667.76,518.6029229
2304,2810.12,522.3898729
2305,2730.4,525.9299398
2306,2754.86,529.5437343
2307,2576.48,532.6635051
2308,2529.45,535.6360531
2309,2671.78,538.9842536
2310,2807.02,542.6842492
2311,2726.45,546.1560777
2312,2757.18,549.7821168
2313,2875.34,553.7681276
2314,2718.26,557.4712082
2315,2710.67,561.0881226
2316,2804.73,564.9153365
2317,2895.89,568.9859536
2318,3252.91,573.9821107
2319,3213.94,578.8406332
2320,3378.94,584.1372698
2321,3419.94,589.5363997
2322,3342.47,594.6933532
2323,3381.28,599.9462832
2324,3650.62,605.9209171
2325,3884.71,612.5200307
2326,4073.26,619.6533197
2327,4325.13,627.4598166
2328,4181.93,634.8213957
2329,4376.63,642.7018136
2330,4331.69,650.4307053
2331,4160.62,657.6630758
2332,4193.7,664.9449539
2333,4087.66,671.9136981
2334,4001.74,678.6091938
2335,4100.52,685.5607807
2336,4151.52,692.6370341
2337,4334.68,700.1963141
2338,4371.6,707.8258343
2339,4352.4,715.4036666
2340,4382.88,723.0282371
2341,4382.66,730.6257078
2342,4579.02,738.7244769
2343,4565.3,746.7639306
2344,4703.39,755.1620869
2345,4892.01,764.0384302
2346,4578.77,771.967245
2347,4582.96,779.8518199
2348,4236.31,786.767817
2349,4376.53,794.0320106
2350,4597.12,801.862239
2351,4599.88,809.6407784
2352,4228.75,816.3878142
2353,4226.06,823.1016409
2354,4122.94,829.5554911
2355,4161.27,836.0864897
2356,4130.81,842.507757
2357,3882.59,848.2233506
2358,3154.95,851.9388432
2359,3637.52,856.9571151
2360,3625.04,861.9241022
2361,3582.88,866.7454699
2362,4065.2,872.8669681
2363,3924.97,878.5847887
2364,3905.95,884.2591755
2365,3631.04,889.1628262
2366,3630.7,894.0276975
2367,3792.4,899.3150077
2368,3682.84,904.2867641
2369,3926.07,909.8830509
2370,3892.35,915.3702527
2371,4200.67,921.6819503
2372,4174.73,927.895985
2373,4128.602804,933.9489887
2374,4313.69041,940.4725047
2375,4362.54062,947.11303
2376,4378.06235,953.7672994
2377,4312.216362,960.2215314
2378,4237.438692,966.4402206
2379,4308.291188,972.8266934
2380,4347.018631,979.2828817
2381,4399.840562,985.8528178
2382,4595.593791,992.9385285
2383,4778.168364,1000.489968
2384,4776.845909,1007.949105
2385,4817.774916,1015.505243
2386,5474.284931,1024.82513
2387,5645.575944,1034.569875
2388,5809.644089,1044.733022
2389,5682.169341,1054.50384
2390,5724.276541,1064.36139
2391,5611.877991,1073.879988
2392,5579.595965,1083.296291
2393,5668.162862,1092.919372
2394,5990.353327,1103.382389
2395,6035.406725,1113.864222
2396,6012.75688,1124.247188
2397,5929.837027,1134.375363
2398,5527.28221,1143.356506
2399,5720.446475,1152.775124
2400,5899.190788,1162.619747
2401,5757.659835,1172.037809
2402,5749.563999,1181.330781
2403,6124.058616,1191.646447
2404,6079.307558,1201.804686
2405,6433.497858,1212.814471
2406,6755.903777,1224.634842
2407,7085.737224,1237.456242
2408,7210.187115,1250.532535
2409,7394.381478,1264.065146
2410,7402.650704,1277.550584
2411,7048.212497,1290.042824
2412,7161.255831,1302.780607
2413,7470.069124,1316.279586
2414,7179.911941,1328.959219
2415,6598.365158,1340.002226
2416,6355.853306,1350.372458
2417,5989.778473,1359.711287
2418,6581.989103,1370.623213
2419,6647.50772,1381.656225
2420,7336.675526,1394.440324
2421,7858.644664,1408.612836
2422,7705.225707,1422.286974
2423,7775.150351,1436.10313
2424,8014.615646,1450.58046
2425,8211.555403,1465.52207
2426,8111.756928,1480.105057
2427,8227.363928,1494.97038
2428,8070.247954,1509.365402
2429,8264.41195,1524.235458
2430,8810.907357,1540.562384
2431,9372.693822,1558.375811
2432,9848.886055,1577.418137
2433,10169.64328,1597.271903
2434,9928.125211,1616.370289
2435,10215.70115,1636.158176
2436,10957.08513,1657.845948
2437,11048.83514,1679.729719
2438,11318.91977,1702.270172
2439,11665.2276,1725.7222
2440,11874.39592,1749.651874
2441,14060.91497,1779.464518
2442,18057.85049,1820.09354
2443,16578.11274,1856.547363
2444,15159.23638,1889.003751
2445,15322.77283,1921.815124
2446,16841.08657,1958.640205
2447,16819.04104,1995.286059
2448,16245.23391,2030.244065
2449,16456.7563,2065.675875
2450,17663.90483,2104.272354
2451,19417.86079,2147.520944
2452,19184.87458,2189.996746
2453,18969.61424,2231.743206
2454,17713.38097,2269.901572
2455,16632.21799,2304.890721
2456,15609.6248,2336.887695
2457,13784.65217,2363.634011
2458,14159.44634,2391.374421
2459,13868.87186,2418.232349
2460,13967.01443,2445.233701
2461,16076.90736,2477.835662
2462,15536.64441,2508.735038
2463,14600.37023,2536.977659
2464,14594.76816,2565.140576
2465,12596.01857,2587.737593
2466,14046.00276,2614.118699
2467,13644.69304,2639.245627
2468,14895.27537,2667.638856
2469,15168.97237,2696.377634
2470,15197.76475,2725.480956
2471,17025.65642,2759.778025
2472,17147.5764,2794.277753
2473,16265.34084,2826.241672
2474,15190.76115,2855.180967
2475,14705.36754,2882.677311
2476,15120.84411,2911.563932
2477,13571.75813,2936.040263
2478,14066.98128,2961.724358
2479,14535.05729,2988.606245
2480,13787.98921,3013.338475
2481,13797.97554,3037.977555
2482,11284.38864,3055.446385
2483,11201.99236,3072.673992
2484,11209.29194,3089.814248
2485,11571.61787,3107.881836
2486,12982.92075,3129.656058
2487,11529.52182,3147.364918
2488,10917.29084,3163.335633
2489,10821.59111,3179.051342
2490,11353.62685,3196.126144
2491,11203.60858,3212.672732
2492,11112.81785,3228.89214
2493,11492.65019,3246.072034
2494,11778.74425,3263.964241
2495,11365.34514,3280.647301
2496,10104.97187,3293.675985
2497,10269.84389,3307.039984
2498,9118.23127,3317.130256
2499,8763.536968,3326.145891
2500,9198.067914,3336.260043
2501,8215.505812,3343.675883
2502,6910.997302,3347.449137
2503,7714.073104,3353.314108
2504,7569.867387,3358.735551
2505,8266.287,3366.203873
2506,8697.342477,3374.816206
2507,8624.258121,3383.132649
2508,8120.351924,3390.034181
2509,8887.228307,3399.005614
2510,8564.700308,3407.003143
2511,9494.63,3417.481286
2512,10091.75021,3429.477308
2513,10234.61279,3441.748954
2514,11124.36049,3456.364921
2515,10562.64447,3469.393344
2516,11197.75978,3484.002718
2517,11436.16648,3499.095797
2518,10691.35053,3512.075561
2519,9972.72336,3522.890752
2520,10328.56737,3534.598443
2521,9844.51679,3545.002147
2522,9703.321916,3554.902134
2523,10388.88234,3566.576293
2524,10727.53513,3579.112276
2525,10423.58148,3590.635669
2526,10920.66207,3603.37601
2527,11094.23742,3616.458676
2528,11497.56432,3630.630241
2529,11502.66667,3644.712839
2530,11520.40245,3658.758072
2531,10721.47528,3670.684841
2532,9971.758251,3680.69946
2533,9411.715541,3689.018768
2534,9339.626813,3697.281152
2535,8856.718881,3704.006834
2536,9557.854233,3712.471439
2537,9179.776982,3719.817566
2538,9206.908111,3727.162294
2539,8255.725416,3731.828372
2540,8302.595689,3736.745081
2541,8294.104092,3741.830852
2542,7912.658935,3746.171704
2543,8195.616342,3751.066974
2544,8620.287306,3757.02539
2545,8907.399598,3763.535117
2546,8970.660358,3770.359279
2547,8728.47,3776.496504
2548,8923.404783,3783.389647
2549,8554.421565,3789.123181
2550,8453.806862,3794.545494
2551,8171.701764,3798.929166
2552,7821.60587,3802.303222
2553,7947.627557,3805.995159
2554,7154.016617,3807.508767
2555,6875.890211,3808.097344
2556,6959.89062,3808.852749
2557,6841.725764,3809.186975
2558,7066.360265,3809.98316
2559,7454.194481,3811.828619
2560,6844.005785,3811.98813
2561,6796.855664,3811.823116
2562,6640.309471,3811.209396
2563,6898.345033,3811.26808
2564,7013.715304,3811.572242
2565,6782.532083,3811.208831
2566,6845.560832,3810.932629
2567,6933.971966,3810.874166
2568,7821.364049,3813.288134
2569,7862.979157,3815.776578
2570,7931.478615,3818.39403
2571,8306.24171,3821.961883
2572,8042.520382,3824.731446
2573,7898.148907,3827.012415
2574,8137.721564,3829.907402
2575,8279.071885,3833.091208
2576,8831.324168,3837.756089
2577,8890.882431,3842.506181
2578,8785.307708,3846.983235
2579,8927.498953,3851.68059
2580,9689.429015,3858.365943
2581,8858.958859,3862.682502
2582,9272.688509,3867.978593
2583,8945.682032,3872.331352
2584,9337.929478,3877.690711
2585,9412.933157,3883.130129
2586,9253.083883,3887.877573
2587,9084.637928,3892.027566
2588,9236.410635,3896.440593
2589,9758.943853,3902.100824
2590,9714.030902,3907.536033
2591,9869.313498,3913.278798
2592,9673.823719,3918.384647
2593,9380.792342,3922.291777
2594,9232.346558,3925.657058
2595,9314.428561,3929.113287
2596,9040.788665,3931.607415
2597,8416.407228,3932.691434
2598,8488.70753,3933.712923
2599,8696.818046,3935.251555
2600,8735.400032,3937.046711
2601,8508.251974,3938.189856
2602,8341.615725,3938.550718
2603,8093.34718,3938.058751
2604,8236.022403,3937.64987
2605,8232.481807,3936.930314
2606,8504.392246,3937.038163
2607,8398.980741,3936.460707
2608,8021.527115,3934.415653
2609,7558.332248,3930.73864
2610,7597.498837,3927.523237
2611,7483.923187,3924.253045
2612,7358.682109,3921.14009
2613,7366.647775,3917.736206
2614,7148.382787,3914.70802
2615,7475.380975,3911.38343
2616,7410.996883,3907.655246
2617,7503.960275,3903.720903
2618,7520.809781,3899.587135
2619,7586.635659,3895.536324
2620,7687.675752,3891.747657
2621,7504.612582,3886.956472
2622,7611.859044,3881.954805
2623,7576.087612,3877.193617
2624,7659.864,3872.441472
2625,7624.284,3867.522177
2626,7563.600993,3862.099394
2627,6804.106499,3858.77654
2628,6845.923064,3856.201421
2629,6559.943494,3854.294839
2630,6307.58885,3853.69756
2631,6650.926765,3852.316886
2632,6469.496413,3851.328712
2633,6500.435004,3849.92391
2634,6460.218405,3848.967034
2635,6705.753312,3847.268321
2636,6720.901573,3845.211832
2637,6734.137828,3843.254277
2638,6712.439403,3841.356618
2639,6073.054271,3841.143896
2640,6157.664108,3841.113188
2641,6149.963219,3841.196375
2642,6247.16349,3841.358069
2643,6108.081816,3841.738805
2644,6118.418332,3842.071631
2645,5910.738004,3843.109948
2646,6133.703977,3843.73804
2647,6385.423752,3843.845285
2648,6363.378352,3843.85865
2649,6595.975191,3843.122059
2650,6537.368502,3842.487794
2651,6612.111581,3841.692456
2652,6528.310929,3841.152608
2653,6594.777709,3840.720634
2654,6715.37828,3839.859112
2655,6713.143583,3839.193906
2656,6670.315363,3839.089279
2657,6318.74122,3840.084215
2658,6369.83685,3840.814934
2659,6217.319818,3842.117388
2660,6220.174225,3843.793706
2661,6250.324791,3846.069005
2662,6349.113033,3848.303091
2663,6698.843899,3848.807873
2664,7313.602736,3847.433093
2665,7349.626445,3846.134454
2666,7444.56841,3843.139247
2667,7330.341057,3840.920352
2668,7398.45221,3838.175172
2669,7386.710266,3835.731465
2670,7715.394161,3832.372674
2671,8343.380119,3829.331684
2672,8165.597549,3825.906004
2673,7925.661361,3822.364811
2674,8172.875761,3818.147554
2675,8230.522037,3814.282867
2676,8218.147752,3810.275301
2677,8174.64174,3805.800653
2678,7744.631395,3802.9102
2679,7600.558994,3800.486384
2680,7548.457736,3798.000667
2681,7423.369337,3795.660619
2682,7021.618543,3793.494709
2683,7040.944983,3791.433398
2684,6945.218332,3789.23083
2685,6736.300264,3787.535842
2686,6291.645098,3787.313733
2687,6556.799002,3786.303239
2688,6178.816153,3785.634523
2689,6269.572356,3784.122107
2690,6342.495381,3781.939569
2691,6287.053221,3779.264849
2692,6217.842249,3777.215164
2693,6302.073567,3774.444598
2694,6339.303346,3771.739407
2695,6597.212073,3768.839779
2696,6416.237391,3766.388038
2697,6504.064719,3764.030027
2698,6284.246452,3762.550905
2699,6481.300216,3760.305541
2700,6379.980149,3758.242527
2701,6534.230351,3755.3014
2702,6703.50453,3751.842841
2703,6740.966519,3748.380517
2704,6708.159869,3744.970528
2705,6892.11882,3741.104696
2706,7080.255896,3736.235619
2707,7036.431587,3731.573939
2708,6977.184897,3726.745087
2709,7011.745045,3721.355407
2710,7189.711798,3716.384941
2711,7278.253609,3711.208276
2712,7267.905332,3707.057051
2713,7364.127452,3702.307064
2714,6720.246796,3698.765241
2715,6527.528801,3695.789817
2716,6432.032384,3694.133611
2717,6213.220556,3693.123282
2718,6274.807969,3692.268258
2719,6328.687636,3691.202826
2720,6311.36973,3690.311053
2721,6356.884592,3690.015584
2722,6498.18277,3691.363307
2723,6500.848562,3691.423874
2724,6535.007313,3691.47294
2725,6512.220343,3691.743738
2726,6275.496064,3691.387405
2727,6358.739055,3691.232796
2728,6399.795216,3691.059967
2729,6493.152931,3691.426393
2730,6736.854333,3691.169975
2731,6707.056771,3690.59913
2732,6709.093373,3690.368969
2733,6588.874653,3689.847602
2734,6445.34633,3689.857165
2735,6472.989477,3688.99224
2736,6680.315861,3687.677947
2737,6639.133514,3686.647491
2738,6594.92783,3685.276929
2739,6624.023395,3683.73959
2740,6596.42543,3682.2806
2741,6539.365527,3681.202339
2742,6502.281941,3680.473587
2743,6577.590428,3679.389033
2744,6628.529625,3678.104672
2745,6591.961724,3676.821219
2746,6602.290458,3675.019822
2747,6656.124595,3672.618753
2748,6646.182522,3670.295036
2749,6597.074973,3668.038772
2750,6245.131457,3664.995249
2751,6291.160228,3661.404857
2752,6322.634878,3657.323804
2753,6325.070599,3653.62815
2754,6569.00387,3649.192578
2755,6556.349144,3645.143366
2756,6520.905375,3641.322649
2757,6480.163638,3637.415058
2758,6456.360439,3632.736652
2759,6465.94055,3627.954994
2760,6477.219324,3623.248405
2761,6465.943344,3618.842578
2762,6423.513294,3615.695419
2763,6433.232272,3612.034111
2764,6420.863227,3607.962906
2765,6418.620771,3604.328849
2766,6416.549408,3600.764406
2767,6406.269061,3596.247651
2768,6255.057568,3592.311722
2769,6283.631829,3587.371223
2770,6299.903907,3581.549814
2771,6368.621545,3574.683577
2772,6408.420166,3567.41317
2773,6386.90985,3559.742019
2774,6458.928434,3551.895426
2775,6406.484869,3545.203677
2776,6437.632241,3538.157942
2777,6526.888624,3530.068356
2778,6470.006229,3522.972822
2779,6395.744478,3517.709961
2780,6400.034597,3513.136144
2781,6411.278115,3509.572543
2782,6371.73323,3504.538899
2783,6361.400405,3499.401349
2784,5781.032657,3494.009363
2785,5654.209988,3487.580852
2786,5634.790942,3481.665237
2787,5631.943422,3475.601835
2788,5651.276824,3468.86839
2789,4871.837128,3463.764943
2790,4502.466998,3459.975849
2791,4604.937872,3455.618336
2792,4345.661016,3452.428221
2793,4369.208187,3448.669046
2794,3886.472347,3444.764283
2795,3994.418822,3439.05728
2796,3800.600009,3432.607366
2797,3837.958523,3425.205528
2798,4255.275505,3417.348988
2799,4303.987285,3408.598168
2800,4036.229875,3398.582075
2801,4206.215757,3387.880955
2802,4150.82731,3376.619583
2803,3905.489739,3365.109656
2804,3965.363499,3352.890676
2805,3772.882545,3335.249074
2806,3524.903843,3307.40331
2807,3429.741618,3283.911106
2808,3457.419526,3264.228818
2809,3583.500415,3243.764701
2810,3462.686886,3219.504527
2811,3397.148742,3195.515177
2812,3475.395333,3172.899242
2813,3315.712263,3150.157548
2814,3239.810072,3124.345569
2815,3242.711657,3093.760898
2816,3260.535478,3063.795629
2817,3519.644006,3033.727299
2818,3672.828564,3006.691582
2819,3716.95129,2982.501463
2820,4104.630083,2960.059819
2821,3869.320912,2943.264185
2822,3992.590689,2925.116553
2823,3974.488113,2907.838092
2824,4052.351427,2890.099588
2825,3801.990624,2867.304756
2826,3837.103068,2845.927576
2827,3642.816542,2827.657054
2828,3909.576362,2808.68594
2829,3800.906186,2795.49474
2830,3863.966826,2778.175833
2831,3747.289082,2762.304755
2832,3852.524626,2742.746831
2833,3935.381479,2722.245268
2834,3847.083953,2701.92998
2835,3876.743901,2676.559785
2836,3868.739955,2650.91346
2837,4082.095636,2627.117785
2838,4040.426869,2606.389121
2839,4031.220159,2587.027204
2840,4032.372041,2566.546742
2841,3671.210547,2551.312036
2842,3690.429234,2534.681815
2843,3668.57716,2516.857709
2844,3555.550456,2501.408387
2845,3704.359604,2485.540095
2846,3636.621476,2476.746255
2847,3654.061564,2468.132074
2848,3682.436731,2459.44036
2849,3652.353731,2449.861861
2850,3732.314579,2436.232194
2851,3580.394849,2427.020446
2852,3547.77574,2419.579605
2853,3606.58775,2412.254603
2854,3592.856632,2403.532855
2855,3601.927452,2395.220405
2856,3591.258309,2387.204258
2857,3595.463473,2378.158163
2858,3574.356432,2368.410932
2859,3459.942105,2360.127813
2860,3437.332067,2355.366035
2861,3468.567305,2350.077852
2862,3444.921907,2348.02069
2863,3471.274685,2346.8704
2864,3498.020425,2344.475546
2865,3453.00865,2344.91
2866,3452.862403,2348.919769
2867,3461.934373,2350.718948
2868,3406.912628,2353.086618
2869,3384.36899,2353.629576
2870,3634.17951,2352.334833
2871,3648.638906,2351.223256
2872,3666.346751,2351.459453
2873,3616.569553,2349.752517
2874,3605.359539,2348.982766
2875,3589.190871,2345.733559
2876,3576.13203,2340.914865
2877,3596.03069,2335.675165
2878,3598.14804,2328.018973
2879,3628.785108,2321.839579
2880,3859.020359,2313.310905
2881,3894.114707,2304.060758
2882,3918.183728,2296.802714
2883,3897.190164,2291.580899
2884,3968.320638,2285.207915
2885,4123.504873,2279.757108
2886,3808.473252,2275.57128
2887,3866.383457,2269.373
2888,3844.368123,2262.334943
2889,3839.013237,2256.16447
2890,3844.921366,2248.637341
2891,3832.522165,2240.69319
2892,3845.48371,2231.632264
2893,3879.96473,2222.485446
2894,3767.755779,2213.616439
2895,3857.628118,2206.703592
2896,3873.817022,2201.808287
2897,3888.634932,2198.416895
2898,3872.914025,2195.281729
2899,3932.190275,2193.32358
2900,3900.462788,2189.553909
2901,3882.34788,2186.892374
2902,3903.837482,2184.115084
2903,3896.6718,2183.976437
2904,3897.14308,2183.721207
2905,3939.145757,2183.394587
2906,4022.969398,2183.901672
2907,4008.284984,2183.694793
2908,4016.77538,2182.329247
2909,4036.494784,2180.150848
2910,4079.189802,2177.707427
2911,4021.931407,2176.104792
2912,4019.754261,2173.995937
2913,4033.555246,2172.8813
2914,4023.328815,2172.089921
2915,3968.279257,2172.241813
2916,3982.614679,2173.331439
2917,4062.825098,2173.876952
2918,4061.601587,2176.617662
2919,4130.010064,2179.94805
2920,4166.3258,2182.970856
2921,4199.61744,2186.249348
2922,4200.878649,2188.933103
2923,4887.759498,2188.705356
2924,4971.06089,2189.94812
2925,4926.403081,2191.465886
2926,5030.633756,2193.154695
2927,5066.362965,2194.0685
2928,5213.650121,2194.295709
2929,5300.612112,2194.948053
2930,5230.089594,2195.649927
2931,5339.754555,2195.841346
2932,5051.496177,2194.4274
2933,5089.804112,2192.830556
2934,5130.872758,2190.964004
2935,5190.134975,2187.941772
2936,5110.364743,2185.89092
2937,5274.409619,2183.813741
2938,5271.352176,2181.11981
2939,5308.334719,2177.970813
2940,5318.985321,2173.315565
2941,5365.439861,2168.405413
2942,5347.870262,2163.863183
2943,5421.273442,2158.761918
2944,5585.462132,2151.162884
2945,5489.658213,2146.132809
2946,5247.231158,2140.660097
2947,5272.048284,2136.045826
2948,5277.479654,2130.372153
2949,5296.546936,2124.474043
2950,5258.596118,2119.146684
2951,5306.244504,2114.177451
2952,5390.886922,2108.590093
2953,5483.869227,2101.351614
2954,5731.170083,2094.097094
2955,5819.009881,2086.749659
2956,5772.581489,2079.900886
2957,5740.528084,2073.85643
2958,5835.957517,2068.566012
2959,5973.099793,2063.508776
2960,6184.921254,2059.858919
2961,6393.002586,2058.561274
2962,7201.642618,2059.344471
2963,7010.551665,2059.096682
2964,7797.739234,2060.956919
2965,8002.661524,2064.056255
2966,8145.555621,2068.057463
2967,7923.051339,2072.18124
2968,7393.579773,2074.518499
2969,7328.418963,2076.740149
2970,8172.974802,2080.579944
2971,8004.576724,2084.296145
2972,7965.942975,2088.989416
2973,7730.828703,2094.352877
2974,7922.301227,2100.173859
2975,8023.417667,2106.617286
2976,8101.121878,2113.572546
2977,8751.573177,2122.283542
2978,8836.762648,2130.580635
2979,8719.961736,2139.075907
2980,8669.269147,2147.533678
2981,8333.864738,2154.953518
2982,8599.053486,2163.084029
2983,8598.785002,2171.064029
2984,8771.296313,2179.269399
2985,8341.434666,2186.830307
2986,7768.517748,2192.565325
2987,7863.512302,2198.692518
2988,7840.578081,2204.561548
2989,8060.736272,2211.164222
2990,7979.720899,2217.724341
2991,7752.220273,2221.549612
2992,8014.897947,2226.176554
2993,7969.985302,2229.861254
2994,8174.400584,2233.377361
2995,8291.198962,2238.111708
2996,8708.232513,2243.443908
2997,8861.692265,2249.234548
2998,9026.522572,2255.317949
2999,9341.199475,2262.884597
3000,9129.651002,2269.861945
3001,9310.1569,2277.319574
3002,9590.208225,2285.433668
3003,10227.36238,2293.49017
3004,10717.06274,2303.064306
3005,10899.11459,2313.054501
3006,11013.87519,2323.561823
3007,11794.47001,2335.758123
3008,13141.89675,2351.595464
3009,11297.15806,2361.745758
3010,12492.97625,2375.708773
3011,12106.21907,2389.226656
3012,10908.29666,2399.337357
3013,10635.866,2409.275957
3014,10839.72497,2419.548827
3015,11953.64875,2433.007911
3016,11216.01505,2444.152073
3017,10997.05722,2454.81574
3018,11279.68694,2466.517839
3019,11450.35993,2478.613667
3020,12243.71955,2492.693679
3021,12557.93153,2506.599131
3022,12124.38979,2519.386035
3023,11385.97704,2529.665065
3024,11776.78111,2540.953531
3025,11394.8407,2551.210296
3026,10227.4175,2558.478488
3027,10857.07941,2568.360282
3028,9450.35604,2576.008795
3029,9677.323024,2584.317199
3030,10631.69339,2595.437224
3031,10516.58016,2605.867359
3032,10746.43338,2617.054828
3033,10592.21724,2627.727876
3034,10346.1903,2638.568596
3035,9878.522291,2648.29463
3036,9782.593813,2658.269949
3037,9902.672559,2668.303267
3038,9841.276385,2678.477491
3039,9493.990306,2687.572182
3040,9550.402969,2696.885524
3041,9530.152925,2706.293635
3042,9587.87287,2714.711462
3043,10084.11057,2724.044461
3044,10369.53125,2733.960885
3045,10518.06654,2743.884431
3046,10813.82497,2753.461578
3047,10930.66246,2763.354494
3048,11761.23481,2775.197568
3049,11482.91649,2785.64613
3050,11956.41347,2796.114396
3051,11996.2001,2807.355261
3052,11857.75876,2817.118367
3053,11328.6016,2825.623035
3054,11570.90207,2834.930815
3055,11405.01774,2843.575797
3056,10901.10575,2850.600401
3057,10053.5127,2855.490611
3058,10300.39006,2861.112487
3059,10342.09338,2867.508353
3060,10227.39831,2873.049457
3061,10330.50376,2879.068176
3062,10894.11375,2885.979622
3063,10748.78989,2892.983102
3064,10147.41929,2898.01468
3065,10115.1509,2903.335037
3066,10386.45881,2909.813373
3067,10139.41304,2915.672509
3068,10150.61772,2921.429166
3069,10380.72032,2928.273982
3070,10206.41898,2935.110325
3071,9755.83922,2940.550836
3072,9499.878802,2945.091701
3073,9588.047563,2949.931396
3074,9607.181476,2955.272795
3075,9719.555389,2961.126516
3076,10328.87321,2968.57762
3077,10586.04149,2976.951339
3078,10570.59894,2983.475376
3079,10571.99189,2989.43512
3080,10317.83283,2994.396239
3081,10470.34108,2999.134113
3082,10408.89018,3003.827276
3083,10315.9265,3008.366909
3084,10124.2848,3012.288853
3085,10162.81818,3016.39593
3086,10406.99906,3021.510734
3087,10344.9184,3026.413306
3088,10349.13269,3031.366881
3089,10314.92992,3036.11425
3090,10273.27752,3040.05112
3091,10210.08059,3043.994451
3092,10161.16398,3047.869684
3093,10238.55457,3052.164454
3094,10176.71511,3056.908013
3095,10002.15061,3061.042382
3096,10038.94794,3065.235384
3097,9721.510104,3068.185829
3098,8553.72895,3067.509158
3099,8438.845674,3066.560559
3100,8075.4011,3065.151168
3101,8184.574473,3063.896989
3102,8209.160822,3062.559496
3103,8062.303348,3060.870036
3104,8286.791706,3059.690249
3105,8299.647676,3058.360517
3106,8355.824455,3057.054024
3107,8229.143723,3055.577179
3108,8151.390497,3053.996628
3109,8132.042462,3052.234151
3110,7884.202457,3049.794677
3111,8193.897663,3048.322293
3112,8182.596584,3046.764529
3113,8566.6565,3046.096526
3114,8559.836002,3044.420292
3115,8274.654085,3042.065257
3116,8310.145411,3039.871882
3117,8289.073815,3037.607408
3118,8348.315576,3036.152703
3119,8174.179979,3034.165858
3120,8003.417786,3031.597364
3121,8073.200475,3029.090581
3122,7952.31,3026.170098
3123,7954.616127,3023.265172
3124,8211.3414,3021.077722
3125,8215.031227,3018.853172
3126,8036.487927,3016.008469
3127,7480.706886,3011.656341
3128,7432.693138,3007.124537
3129,8652.608009,3005.906983
3130,9235.005228,3006.254424
3131,9535.718921,3007.369384
3132,9232.769631,3007.215204
3133,9408.955443,3007.598338
3134,9155.155924,3007.307352
3135,9147.03537,3007.161437
3136,9229.521818,3007.331221
3137,9289.892888,3007.590836
3138,9201.271373,3007.789681
3139,9383.924655,3008.330226
3140,9305.755651,3008.727858
3141,9320.858527,3009.393492
3142,9217.490864,3009.604451
3143,8790.379451,3008.432883
3144,8814.218854,3007.326672
3145,9037.812387,3006.845473
3146,8737.614064,3005.415854
3147,8807.509312,3004.1287
3148,8783.686953,3001.174172
3149,8659.294178,2997.521617
3150,8477.049472,2993.309117
3151,8498.554736,2989.14311
3152,8504.159202,2985.039323
3153,8204.164187,2977.980658
3154,8138.290662,2969.737219
